IDDeposito,FolioVenta,ID_PVenta,Subtotal,IVA,IEPS,Total,Fecha_Venta,Fecha_Deposito,Subtotal_Deposito,IVA_Deposito,IEPS_Deposito,Total_Deposito
1596,AVA17-91273,389609,0.0,0.0,0.0,0.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD52-164247,399563,0.0,0.0,0.0,0.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD52-164247,399564,0.0,0.0,0.0,0.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD52-164328,405921,0.0,0.0,0.0,0.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD52-164328,405922,0.0,0.0,0.0,0.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVC13-88305,408575,0.0,0.0,0.0,0.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZS39-151754,414068,0.0,0.0,0.0,0.0,2023-07-03,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AWW37-128687,418065,0.0,0.0,0.0,0.0,2023-07-03,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD49-164556,423636,0.0,0.0,0.0,0.0,2023-07-03,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD49-164556,423637,0.0,0.0,0.0,0.0,2023-07-03,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZU23-176751,425784,0.0,0.0,0.0,0.0,2023-07-03,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZV21-123707,426067,0.0,0.0,0.0,0.0,2023-07-03,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD53-164720,437083,0.0,0.0,0.0,0.0,2023-07-04,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AWW29-128969,444898,0.0,0.0,0.0,0.0,2023-07-04,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZF42-157759,445390,0.0,0.0,0.0,0.0,2023-07-04,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AWI03-160944,451602,0.0,0.0,0.0,0.0,2023-07-05,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZY56-224347,452343,0.0,0.0,0.0,0.0,2023-07-05,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZN10-141460,452444,0.0,0.0,0.0,0.0,2023-07-05,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZQ54-166482,460986,0.0,0.0,0.0,0.0,2023-07-05,2023-07-04,30653.0,3692.0,140.0,34485.0
